@relation mididateWEKA
@attribute s1 {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
@attribute s2 {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
@attribute a {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute a1 {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute a2 {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute t {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute t1 {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute t2 {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute b {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}
@attribute b1 {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}
@attribute b2 {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}

@data
64,62,62,60,60,55,55,57,47,48,41
62,62,60,60,59,55,57,55,48,41,43
62,60,60,59,55,57,55,52,41,43,48
60,60,59,55,57,55,52,53,43,48,41
60,60,55,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
60,64,0,55,60,0,52,55,0,48,48
64,67,55,60,60,52,55,55,48,48,52
67,69,60,60,60,55,55,60,48,52,53
69,67,60,60,59,55,60,55,52,53,55
67,65,60,59,59,60,55,55,53,55,55
65,64,59,59,59,55,55,55,55,55,43
64,62,59,59,59,55,55,55,55,43,43
62,64,59,59,60,55,55,55,43,43,48
64,60,59,60,60,55,55,52,43,48,48
60,69,60,60,60,55,52,53,48,48,41
69,67,60,60,60,52,53,52,48,41,43
67,64,60,60,60,53,52,52,41,43,43
64,62,60,60,57,52,52,54,43,43,45
62,60,60,57,57,52,54,54,43,45,45
60,62,57,57,59,54,54,55,45,45,43
62,60,57,59,57,54,55,52,45,43,45
60,64,59,57,60,55,52,55,43,45,43
64,65,57,60,60,52,55,55,45,43,43
65,67,60,60,59,55,55,55,43,43,53
67,72,60,59,60,55,55,55,43,53,52
72,67,59,60,60,55,55,55,53,52,45
67,67,60,60,62,55,55,55,52,45,47
67,65,60,62,62,55,55,55,45,47,47
65,65,62,62,60,55,55,55,47,47,48
65,64,62,60,60,55,55,55,47,48,52
64,60,60,60,57,55,55,57,48,52,53
60,60,60,57,57,55,57,55,52,53,52
60,62,57,57,59,57,55,53,53,52,50
62,64,57,59,60,55,53,52,52,50,48
64,65,59,60,57,53,52,57,50,48,41
65,62,60,57,57,52,57,53,48,41,41
62,60,57,57,55,57,53,52,41,41,48
60,60,57,55,57,53,52,53,41,48,41
60,60,55,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
67,67,0,60,60,0,52,55,0,48,52
67,65,60,60,62,52,55,55,48,52,47
65,64,60,62,60,55,55,55,52,47,48
64,62,62,60,59,55,55,55,47,48,43
62,60,60,59,60,55,55,52,48,43,45
60,69,59,60,60,55,52,53,43,45,41
69,67,60,60,60,52,53,52,45,41,48
67,67,60,60,62,53,52,55,41,48,47
67,72,60,62,62,52,55,54,48,47,45
72,71,62,62,62,55,54,55,47,45,43
71,69,62,62,60,54,55,54,45,43,50
69,67,62,60,59,55,54,55,43,50,52
67,67,60,59,57,54,55,52,50,52,48
67,66,59,57,57,55,52,50,52,48,50
66,67,57,57,59,52,50,50,48,50,43
67,64,57,59,60,50,50,52,50,43,48
64,64,59,60,60,50,52,55,43,48,48
64,65,60,60,59,52,55,55,48,48,50
65,67,60,59,60,55,55,55,48,50,52
67,64,59,60,60,55,55,55,50,52,48
64,62,60,60,59,55,55,55,52,48,55
62,64,60,59,61,55,55,55,48,55,52
64,65,59,61,62,55,55,57,55,52,50
65,65,61,62,62,55,57,55,52,50,47
65,64,62,62,60,57,55,55,50,47,48
64,62,62,60,59,55,55,55,47,48,43
62,65,60,59,60,55,55,57,48,43,41
65,64,59,60,60,55,57,55,43,41,43
64,62,60,60,59,57,55,55,41,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,60,55,53,52,43,43,48
60,60,59,60,57,53,52,53,43,48,41
60,60,60,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
60,60,0,55,55,0,52,52,0,48,47
60,60,55,55,57,52,52,52,48,47,45
60,64,55,57,57,52,52,55,47,45,41
64,62,57,57,57,52,55,53,45,41,41
62,64,57,57,55,55,53,52,41,41,48
64,64,57,55,56,53,52,50,41,48,47
64,64,55,56,57,52,50,48,48,47,45
64,67,56,57,64,50,48,57,47,45,41
67,65,57,64,62,48,57,57,45,41,41
65,64,64,62,60,57,57,55,41,41,43
64,62,62,60,59,57,55,55,41,43,43
62,64,60,59,60,55,55,55,43,43,48
64,67,59,60,60,55,55,55,43,48,52
67,60,60,60,60,55,55,55,48,52,52
60,65,60,60,60,55,55,57,52,52,50
65,65,60,60,59,55,57,55,52,50,50
65,64,60,59,60,57,55,55,50,50,48
64,62,59,60,59,55,55,55,50,48,48
62,64,60,59,60,55,55,55,48,48,48
64,65,59,60,62,55,55,55,48,48,48
65,64,60,62,60,55,55,55,48,48,43
64,62,62,60,59,55,55,55,48,43,43
62,62,60,59,59,55,55,53,43,43,43
62,64,59,59,60,55,53,52,43,43,43
64,65,59,60,57,53,52,50,43,43,43
65,64,60,57,59,52,50,53,43,43,43
64,62,57,59,59,50,53,53,43,43,43
62,60,59,59,55,53,53,52,43,43,43
60,62,59,55,59,53,52,55,43,43,43
62,64,55,59,60,52,55,55,43,43,48
64,65,59,60,60,55,55,57,43,48,48
65,67,60,60,60,55,57,58,48,48,48
67,65,60,60,60,57,58,57,48,48,48
65,64,60,60,60,58,57,55,48,48,48
64,62,60,60,60,57,55,53,48,48,48
62,64,60,60,60,55,53,55,48,48,46
64,65,60,60,60,53,55,53,48,46,45
65,69,60,60,61,55,53,52,46,45,45
69,62,60,61,60,53,52,57,45,45,41
62,64,61,60,60,52,57,55,45,41,43
64,0,60,60,0,57,55,0,41,43,0
67,72,0,64,64,0,60,55,0,48,48
72,67,64,64,60,60,55,55,48,48,52
67,67,64,60,59,55,55,55,48,52,50
67,65,60,59,62,55,55,55,52,50,43
65,64,59,62,60,55,55,55,50,43,48
64,64,62,60,60,55,55,55,43,48,55
64,62,60,60,60,55,55,57,48,55,53
62,64,60,60,61,55,57,57,55,53,52
64,65,60,61,62,57,57,57,53,52,50
65,69,61,62,63,57,57,54,52,50,48
69,67,62,63,62,57,54,55,50,48,47
67,67,63,62,59,54,55,55,48,47,43
67,67,62,59,60,55,55,55,47,43,45
67,67,59,60,65,55,55,55,43,45,47
67,67,60,65,64,55,55,60,45,47,48
67,67,65,64,64,55,60,59,47,48,48
67,72,64,64,65,60,59,57,48,48,48
72,67,64,65,65,59,57,59,48,48,48
67,67,65,65,64,57,59,60,48,48,48
67,66,65,64,62,59,60,60,48,48,45
66,67,64,62,62,60,60,59,48,45,47
67,69,62,62,62,60,59,54,45,47,50
69,71,62,62,62,59,54,55,47,50,55
71,74,62,62,64,54,55,55,50,55,48
74,72,62,64,64,55,55,55,55,48,48
72,71,64,64,62,55,55,55,48,48,50
71,69,64,62,60,55,55,54,48,50,50
69,67,62,60,59,55,54,55,50,50,43
67,67,60,59,60,54,55,55,50,43,45
67,67,59,60,62,55,55,55,43,45,47
67,67,60,62,64,55,55,55,45,47,48
67,67,62,64,65,55,55,55,47,48,50
67,72,64,65,64,55,55,55,48,50,52
72,71,65,64,62,55,55,56,50,52,52
71,69,64,62,60,55,56,57,52,52,53
69,68,62,60,62,56,57,59,52,53,53
68,69,60,62,60,57,59,57,53,53,53
69,71,62,60,62,59,57,56,53,53,53
71,72,60,62,64,57,56,55,53,53,52
72,73,62,64,67,56,55,58,53,52,52
73,74,64,67,62,55,58,57,52,52,54
74,69,67,62,66,58,57,62,52,54,50
69,72,62,66,65,57,62,62,54,50,55
72,71,66,65,65,62,62,62,50,55,55
71,67,65,65,65,62,62,59,55,55,55
67,76,65,65,64,62,59,55,55,55,48
76,74,65,64,65,59,55,59,55,48,50
74,72,64,65,67,55,59,62,48,50,52
72,71,65,67,68,59,62,62,50,52,52
71,71,67,68,68,62,62,62,52,52,53
71,69,68,68,69,62,62,60,52,53,53
69,69,68,69,63,62,60,60,53,53,54
69,67,69,63,64,60,60,60,53,54,55
67,72,63,64,65,60,60,60,54,55,57
72,76,64,65,67,60,60,59,55,57,55
76,76,65,67,65,60,59,59,57,55,43
76,74,67,65,65,59,59,59,55,43,43
74,72,65,65,64,59,59,60,43,43,48
72,72,65,64,65,59,60,57,43,48,53
72,72,64,65,64,60,57,55,48,53,48
72,0,65,64,0,57,55,0,53,48,0
64,65,0,60,62,0,55,55,0,48,48
65,62,60,62,59,55,55,55,48,48,48
62,64,62,59,60,55,55,55,48,48,48
64,65,59,60,62,55,55,55,48,48,48
65,67,60,62,64,55,55,55,48,48,48
67,69,62,64,65,55,55,53,48,48,48
69,69,64,65,65,55,53,55,48,48,48
69,74,65,65,65,53,55,57,48,48,48
74,74,65,65,65,55,57,59,48,48,48
74,72,65,65,64,57,59,60,48,48,48
72,67,65,64,64,59,60,60,48,48,48
67,67,64,64,64,60,60,55,48,48,48
67,67,64,64,62,60,55,55,48,48,47
67,67,64,62,60,55,55,60,48,47,45
67,65,62,60,60,55,60,53,47,45,45
65,64,60,60,60,60,53,55,45,45,43
64,64,60,60,60,53,55,57,45,43,41
64,62,60,60,60,55,57,57,43,41,53
62,65,60,60,59,57,57,55,41,53,50
65,64,60,59,60,57,55,55,53,50,48
64,64,59,60,60,55,55,55,50,48,43
64,62,60,60,59,55,55,55,48,43,43
62,64,60,59,60,55,55,55,43,43,48
64,65,59,60,62,55,55,55,43,48,48
65,62,60,62,59,55,55,55,48,48,48
62,64,62,59,60,55,55,55,48,48,48
64,65,59,60,62,55,55,55,48,48,48
65,67,60,62,64,55,55,55,48,48,48
67,69,62,64,65,55,55,53,48,48,48
69,69,64,65,65,55,53,55,48,48,48
69,74,65,65,65,53,55,57,48,48,48
74,74,65,65,65,55,57,59,48,48,48
74,72,65,65,64,57,59,60,48,48,48
72,67,65,64,64,59,60,60,48,48,48
67,67,64,64,64,60,60,55,48,48,48
67,67,64,64,62,60,55,55,48,48,47
67,67,64,62,61,55,55,57,48,47,45
67,64,62,61,61,55,57,57,47,45,45
64,65,61,61,62,57,57,57,45,45,50
65,65,61,62,60,57,57,57,45,50,50
65,65,62,60,59,57,57,55,50,50,43
65,62,60,59,59,57,55,55,50,43,43
62,64,59,59,60,55,55,55,43,43,48
64,64,59,60,58,55,55,55,43,48,48
64,64,60,58,57,55,55,53,48,48,41
64,62,58,57,57,55,53,53,48,41,41
62,60,57,57,55,53,53,52,41,41,48
60,65,57,55,60,53,52,57,41,48,41
65,64,55,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
64,67,0,60,59,0,55,55,0,48,43
67,64,60,59,59,55,55,53,48,43,43
64,60,59,59,60,55,53,52,43,43,45
60,62,59,60,59,53,52,55,43,45,43
62,64,60,59,60,52,55,55,45,43,48
64,67,59,60,64,55,55,60,43,48,48
67,72,60,64,65,55,60,60,48,48,50
72,71,64,65,67,60,60,60,48,50,52
71,69,65,67,65,60,60,60,50,52,53
69,67,67,65,64,60,60,60,52,53,48
67,76,65,64,67,60,60,60,53,48,60
76,74,64,67,67,60,60,59,48,60,55
74,72,67,67,64,60,59,60,60,55,57
72,71,67,64,67,59,60,64,55,57,59
71,69,64,67,66,60,64,64,57,59,60
69,71,67,66,67,64,64,64,59,60,59
71,71,66,67,66,64,64,63,60,59,47
71,64,67,66,64,64,63,64,59,47,52
64,64,66,64,60,63,64,55,47,52,48
64,67,64,60,62,64,55,58,52,48,48
67,64,60,62,60,55,58,58,48,48,48
64,60,62,60,60,58,58,57,48,48,48
60,62,60,60,59,58,57,56,48,48,48
62,64,60,59,60,57,56,55,48,48,48
64,67,59,60,64,56,55,60,48,48,48
67,72,60,64,65,55,60,60,48,48,50
72,71,64,65,67,60,60,60,48,50,52
71,69,65,67,65,60,60,60,50,52,53
69,67,67,65,64,60,60,60,52,53,48
67,76,65,64,67,60,60,60,53,48,60
76,74,64,67,67,60,60,59,48,60,55
74,72,67,67,64,60,59,60,60,55,57
72,76,67,64,70,59,60,60,55,57,55
76,72,64,70,70,60,60,60,57,55,55
72,77,70,70,69,60,60,60,55,55,53
77,72,70,69,69,60,60,65,55,53,53
72,76,69,69,67,60,65,62,53,53,48
76,72,69,67,65,65,62,57,53,48,53
72,72,67,65,64,62,57,55,48,53,48
72,0,65,64,0,57,55,0,53,48,0
64,62,0,55,55,0,55,53,0,48,48
62,60,55,55,55,55,53,52,48,48,48
60,67,55,55,60,53,52,53,48,48,45
67,60,55,60,60,52,53,54,48,45,45
60,64,60,60,60,53,54,55,45,45,43
64,62,60,60,59,54,55,55,45,43,43
62,62,60,59,58,55,55,55,43,43,55
62,62,59,58,57,55,55,57,43,55,53
62,64,58,57,57,55,57,55,55,53,52
64,65,57,57,57,57,55,53,53,52,50
65,64,57,57,59,55,53,55,52,50,43
64,62,57,59,59,53,55,53,50,43,43
62,60,59,59,60,55,53,52,43,43,48
60,64,59,60,55,53,52,55,43,48,48
64,62,60,55,55,52,55,53,48,48,48
62,60,55,55,55,55,53,52,48,48,48
60,72,55,55,60,53,52,52,48,48,45
72,71,55,60,62,52,52,52,48,45,47
71,69,60,62,60,52,52,52,45,47,48
69,67,62,60,58,52,52,52,47,48,49
67,65,60,58,57,52,52,53,48,49,50
65,64,58,57,61,52,53,55,49,50,52
64,72,57,61,64,53,55,57,50,52,53
72,65,61,64,65,55,57,57,52,53,53
65,65,64,65,65,57,57,58,53,53,55
65,65,65,65,65,57,58,57,53,55,53
65,67,65,65,64,58,57,55,55,53,52
67,69,65,64,65,57,55,53,53,52,50
69,65,64,65,60,55,53,53,52,50,50
65,60,65,60,60,53,53,53,50,50,50
60,62,60,60,59,53,53,53,50,50,43
62,67,60,59,62,53,53,55,50,43,43
67,65,59,62,62,53,55,53,43,43,43
65,64,62,62,64,55,53,52,43,43,48
64,69,62,64,64,53,52,57,43,48,41
69,67,64,64,64,52,57,55,48,41,48
67,0,64,64,0,57,55,0,41,48,0
60,62,0,55,59,0,52,55,0,48,43
62,64,55,59,60,52,55,55,48,43,48
64,65,59,60,60,55,55,53,43,48,45
65,67,60,60,59,55,53,50,48,45,43
67,64,60,59,60,53,50,52,45,43,48
64,67,59,60,60,50,52,52,43,48,48
67,69,60,60,60,52,52,53,48,48,53
69,72,60,60,60,52,53,55,48,53,52
72,65,60,60,59,53,55,55,53,52,50
65,64,60,59,60,55,55,55,52,50,48
64,62,59,60,59,55,55,55,50,48,43
62,67,60,59,62,55,55,59,48,43,55
67,72,59,62,60,55,59,55,43,55,52
72,71,62,60,62,59,55,55,55,52,55
71,69,60,62,64,55,55,60,52,55,48
69,67,62,64,59,55,60,55,55,48,52
67,69,64,59,62,60,55,55,48,52,50
69,69,59,62,62,55,55,54,52,50,50
69,69,62,62,60,55,54,54,50,50,50
69,67,62,60,59,54,54,55,50,50,43
67,62,60,59,60,54,55,57,50,43,41
62,62,59,60,59,55,57,55,43,41,43
62,62,60,59,59,57,55,53,41,43,43
62,60,59,59,60,55,53,52,43,43,48
60,60,59,60,57,53,52,53,43,48,41
60,60,60,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
67,64,0,60,60,0,52,55,0,48,48
64,60,60,60,60,52,55,55,48,48,52
60,69,60,60,60,55,55,53,48,52,53
69,67,60,60,60,55,53,55,52,53,52
67,65,60,60,59,53,55,55,53,52,50
65,64,60,59,60,55,55,55,52,50,48
64,62,59,60,59,55,55,55,50,48,43
62,67,60,59,62,55,55,55,48,43,47
67,72,59,62,62,55,55,54,43,47,45
72,71,62,62,62,55,54,55,47,45,47
71,69,62,62,64,54,55,55,45,47,48
69,69,62,64,62,55,55,54,47,48,50
69,69,64,62,60,55,54,54,48,50,50
69,67,62,60,59,54,54,55,50,50,43
67,64,60,59,60,54,55,55,50,43,48
64,65,59,60,60,55,55,53,43,48,45
65,67,60,60,60,55,53,52,48,45,48
67,69,60,60,60,53,52,53,45,48,53
69,67,60,60,60,52,53,55,48,53,52
67,65,60,60,62,53,55,55,53,52,47
65,64,60,62,60,55,55,55,52,47,48
64,62,62,60,59,55,55,55,47,48,43
62,64,60,59,60,55,55,57,48,43,45
64,65,59,60,60,55,57,57,43,45,41
65,62,60,60,59,57,57,53,45,41,43
62,60,60,59,60,57,53,52,41,43,48
60,65,59,60,60,53,52,57,43,48,41
65,64,60,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
67,64,0,60,60,0,52,55,0,48,48
64,60,60,60,60,52,55,55,48,48,52
60,69,60,60,60,55,55,53,48,52,53
69,67,60,60,60,55,53,55,52,53,52
67,65,60,60,59,53,55,55,53,52,50
65,64,60,59,60,55,55,55,52,50,48
64,62,59,60,59,55,55,55,50,48,43
62,67,60,59,62,55,55,55,48,43,47
67,72,59,62,62,55,55,54,43,47,45
72,71,62,62,62,55,54,55,47,45,47
71,69,62,62,64,54,55,55,45,47,48
69,69,62,64,62,55,55,54,47,48,50
69,69,64,62,60,55,54,54,48,50,50
69,67,62,60,59,54,54,55,50,50,43
67,64,60,59,60,54,55,55,50,43,48
64,65,59,60,60,55,55,53,43,48,45
65,67,60,60,60,55,53,52,48,45,48
67,69,60,60,60,53,52,53,45,48,53
69,67,60,60,60,52,53,55,48,53,52
67,65,60,60,62,53,55,55,53,52,47
65,64,60,62,60,55,55,55,52,47,48
64,62,62,60,59,55,55,55,47,48,43
62,64,60,59,60,55,55,57,48,43,45
64,65,59,60,60,55,57,57,43,45,41
65,62,60,60,59,57,57,53,45,41,43
62,60,60,59,60,57,53,52,41,43,48
60,65,59,60,60,53,52,57,43,48,41
65,64,60,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
60,62,0,60,60,0,52,53,0,48,48
62,64,60,60,60,52,53,55,48,48,48
64,64,60,60,60,53,55,55,48,48,47
64,65,60,60,60,55,55,53,48,47,45
65,67,60,60,59,55,53,50,47,45,43
67,65,60,59,60,53,50,57,45,43,45
65,67,59,60,62,50,57,55,43,45,47
67,64,60,62,64,57,55,55,45,47,48
64,64,62,64,60,55,55,55,47,48,48
64,62,64,60,57,55,55,53,48,48,50
62,64,60,57,57,55,53,55,48,50,50
64,60,57,57,57,53,55,52,50,50,45
60,60,57,57,57,55,52,53,50,45,41
60,62,57,57,59,52,53,53,45,41,41
62,64,57,59,60,53,53,55,41,41,48
64,65,59,60,60,53,55,57,41,48,45
65,67,60,60,62,55,57,55,48,45,47
67,65,60,62,62,57,55,57,45,47,50
65,67,62,62,62,55,57,57,47,50,50
67,69,62,62,62,57,57,53,50,50,41
69,69,62,62,60,57,53,52,50,41,41
69,67,62,60,59,53,52,50,41,41,43
67,67,60,59,62,52,50,59,41,43,55
67,72,59,62,60,50,59,55,43,55,52
72,69,62,60,65,59,55,57,55,52,53
69,69,60,65,64,55,57,57,52,53,53
69,67,65,64,62,57,57,59,53,53,53
67,67,64,62,60,57,59,60,53,53,52
67,65,62,60,62,59,60,59,53,52,50
65,64,60,62,59,60,59,56,52,50,52
64,62,62,59,59,59,56,52,50,52,44
62,60,59,59,57,56,52,52,52,44,45
60,64,59,57,60,52,52,57,44,45,45
64,65,57,60,62,52,57,57,45,45,41
65,64,60,62,60,57,57,55,45,41,43
64,62,62,60,59,57,55,55,41,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,60,55,53,52,43,43,48
60,60,59,60,57,53,52,53,43,48,41
60,60,60,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
64,67,0,59,64,0,52,55,0,48,48
67,69,59,64,64,52,55,53,48,48,45
69,71,64,64,62,55,53,50,48,45,43
71,71,64,62,64,53,50,52,45,43,48
71,72,62,64,64,50,52,53,43,48,41
72,72,64,64,64,52,53,53,48,41,45
72,71,64,64,64,53,53,52,41,45,48
71,71,64,64,62,53,52,50,45,48,43
71,71,64,62,64,52,50,52,48,43,48
71,76,62,64,64,50,52,52,43,48,45
76,76,64,64,64,52,52,54,48,45,45
76,71,64,64,62,52,54,55,45,45,47
71,67,64,62,59,54,55,55,45,47,52
67,69,62,59,64,55,55,55,47,52,48
69,69,59,64,62,55,55,54,52,48,50
69,67,64,62,59,55,54,55,48,50,43
67,67,62,59,60,54,55,52,50,43,48
67,72,59,60,64,55,52,57,43,48,45
72,71,60,64,64,52,57,55,48,45,52
71,69,64,64,60,57,55,53,45,52,53
69,67,64,60,60,55,53,52,52,53,48
67,69,60,60,60,53,52,53,53,48,53
69,65,60,60,62,52,53,57,48,53,50
65,64,60,62,59,53,57,56,53,50,52
64,64,62,59,60,57,56,57,50,52,45
64,69,59,60,64,56,57,57,52,45,48
69,69,60,64,62,57,57,53,45,48,50
69,67,64,62,62,57,53,55,48,50,47
67,64,62,62,60,53,55,55,50,47,48
64,65,62,60,60,55,55,57,47,48,41
65,62,60,60,59,55,57,55,48,41,43
62,60,60,59,60,57,55,52,41,43,48
60,60,59,60,57,55,52,53,43,48,41
60,60,60,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
60,62,0,55,59,0,52,53,0,48,43
62,64,55,59,59,52,53,55,48,43,43
64,62,59,59,59,53,55,53,43,43,43
62,60,59,59,60,55,53,52,43,43,48
60,64,59,60,60,53,52,55,43,48,48
64,62,60,60,59,52,55,55,48,48,48
62,64,60,59,60,55,55,55,48,48,48
64,67,59,60,60,55,55,55,48,48,52
67,65,60,60,59,55,55,55,48,52,50
65,64,60,59,60,55,55,55,52,50,48
64,62,59,60,59,55,55,55,50,48,43
62,62,60,59,59,55,55,55,48,43,55
62,62,59,59,62,55,55,57,43,55,53
62,64,59,62,61,55,57,55,55,53,52
64,65,62,61,62,57,55,53,53,52,50
65,65,61,62,57,55,53,53,52,50,50
65,62,62,57,59,53,53,55,50,50,43
62,64,57,59,60,53,55,55,50,43,48
64,65,59,60,60,55,55,48,43,48,45
65,67,60,60,59,55,48,50,48,45,43
67,67,60,59,58,48,50,52,45,43,43
67,69,59,58,57,50,52,53,43,43,41
69,69,58,57,60,52,53,53,43,41,41
69,67,57,60,60,53,53,50,41,41,43
67,67,60,60,58,53,50,50,41,43,43
67,64,60,58,60,50,50,48,43,43,45
64,65,58,60,60,50,48,57,43,45,41
65,64,60,60,60,48,57,55,45,41,43
64,62,60,60,58,57,55,53,41,43,43
62,60,60,58,60,55,53,52,43,43,48
60,60,58,60,57,53,52,53,43,48,41
60,60,60,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
64,64,0,60,59,0,55,55,0,48,43
64,62,60,59,59,55,55,53,48,43,43
62,69,59,59,60,55,53,48,43,43,41
69,67,59,60,59,53,48,55,43,41,43
67,67,60,59,60,48,55,55,41,43,45
67,65,59,60,62,55,55,55,43,45,47
65,64,60,62,60,55,55,55,45,47,48
64,64,62,60,60,55,55,55,47,48,47
64,65,60,60,60,55,55,53,48,47,45
65,67,60,60,60,55,53,52,47,45,43
67,69,60,60,60,53,52,53,45,43,41
69,67,60,60,60,52,53,52,43,41,48
67,65,60,60,60,53,52,57,41,48,50
65,62,60,60,62,52,57,55,48,50,47
62,64,60,62,60,57,55,55,50,47,48
64,66,62,60,60,55,55,48,47,48,45
66,67,60,60,59,55,48,50,48,45,43
67,64,60,59,60,48,50,52,45,43,48
64,64,59,60,60,50,52,53,43,48,48
64,64,60,60,59,52,53,55,48,48,43
64,62,60,59,59,53,55,53,48,43,43
62,67,59,59,60,55,53,57,43,43,41
67,65,59,60,60,53,57,57,43,41,41
65,65,60,60,60,57,57,57,41,41,43
65,65,60,60,61,57,57,57,41,43,45
65,64,60,61,61,57,57,55,43,45,45
64,62,61,61,62,57,55,53,45,45,50
62,62,61,62,59,55,53,55,45,50,53
62,64,62,59,60,53,55,55,50,53,52
64,65,59,60,59,55,55,55,53,52,50
65,64,60,59,60,55,55,55,52,50,48
64,62,59,60,59,55,55,53,50,48,43
62,60,60,59,60,55,53,52,48,43,45
60,65,59,60,62,53,52,57,43,45,41
65,64,60,62,60,52,57,55,45,41,43
64,62,62,60,59,57,55,55,41,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,60,55,53,52,43,43,48
60,65,59,60,60,53,52,57,43,48,41
65,64,60,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
67,69,0,60,60,0,52,53,0,48,48
69,67,60,60,55,52,53,52,48,48,48
67,60,60,55,57,53,52,52,48,48,45
60,65,55,57,62,52,52,57,48,45,41
65,64,57,62,60,52,57,55,45,41,43
64,62,62,60,59,57,55,55,41,43,43
62,60,60,59,60,55,55,52,43,43,45
60,62,59,60,57,55,52,53,43,45,53
62,64,60,57,61,52,53,55,45,53,52
64,65,57,61,62,53,55,57,53,52,50
65,69,61,62,64,55,57,52,52,50,48
69,67,62,64,62,57,52,55,50,48,47
67,67,64,62,60,52,55,52,48,47,48
67,69,62,60,60,55,52,53,47,48,48
69,67,60,60,55,52,53,52,48,48,48
67,60,60,55,57,53,52,52,48,48,45
60,65,55,57,62,52,52,57,48,45,41
65,64,57,62,60,52,57,55,45,41,43
64,62,62,60,59,57,55,55,41,43,43
62,60,60,59,60,55,55,52,43,43,45
60,64,59,60,60,55,52,55,43,45,41
64,62,60,60,59,52,55,53,45,41,43
62,60,60,59,60,55,53,52,41,43,48
60,72,59,60,64,53,52,57,43,48,45
72,71,60,64,63,52,57,54,48,45,47
71,69,64,63,63,57,54,54,45,47,47
69,67,63,63,64,54,54,52,47,47,48
67,69,63,64,61,54,52,52,47,48,45
69,71,64,61,62,52,52,55,48,45,50
71,69,61,62,62,52,55,54,45,50,50
69,69,62,62,60,55,54,54,50,50,50
69,67,62,60,59,54,54,55,50,50,43
67,67,60,59,58,54,55,52,50,43,48
67,65,59,58,57,55,52,53,43,48,50
65,64,58,57,60,52,53,55,48,50,52
64,62,57,60,62,53,55,57,50,52,53
62,60,60,62,57,55,57,53,52,53,41
60,60,62,57,57,57,53,52,53,41,41
60,60,57,57,55,53,52,50,41,41,43
60,60,57,55,55,52,50,52,41,43,48
60,60,55,55,57,50,52,53,43,48,41
60,60,55,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
64,60,0,55,57,0,52,52,0,48,45
60,62,55,57,59,52,52,55,48,45,43
62,65,57,59,60,52,55,57,45,43,41
65,65,59,60,60,55,57,57,43,41,45
65,64,60,60,60,57,57,55,41,45,48
64,67,60,60,60,57,55,55,45,48,52
67,67,60,60,60,55,55,52,48,52,48
67,60,60,60,57,55,52,48,52,48,45
60,64,60,57,55,52,48,48,48,45,48
64,60,57,55,57,48,48,52,45,48,45
60,62,55,57,59,48,52,55,48,45,43
62,64,57,59,60,52,55,55,45,43,48
64,67,59,60,62,55,55,55,43,48,47
67,65,60,62,60,55,55,57,48,47,45
65,65,62,60,62,55,57,55,47,45,47
65,64,60,62,60,57,55,55,45,47,48
64,62,62,60,60,55,55,57,47,48,42
62,64,60,60,59,55,57,52,48,42,44
64,60,60,59,57,57,52,52,42,44,45
60,60,59,57,57,52,52,52,44,45,45
60,62,57,57,59,52,52,55,45,45,43
62,64,57,59,60,52,55,55,45,43,48
64,65,59,60,60,55,55,57,43,48,41
65,64,60,60,60,55,57,55,48,41,43
64,62,60,60,59,57,55,55,41,43,43
62,0,60,59,0,55,55,0,43,43,0
